subject,CSP+SVM,FBCSP+LDA,mean
A01,0.8125,0.7673611111111112,0.7899305555555556
A02,0.5173611111111112,0.5069444444444444,0.5121527777777778
A03,0.84375,0.7708333333333334,0.8072916666666667
A04,0.4826388888888889,0.5034722222222222,0.4930555555555556
A05,0.4930555555555556,0.5277777777777778,0.5104166666666667
A06,0.4618055555555556,0.3645833333333333,0.4131944444444444
A07,0.7291666666666666,0.6840277777777778,0.7065972222222222
A08,0.8229166666666666,0.71875,0.7708333333333333
A09,0.7430555555555556,0.6458333333333334,0.6944444444444444
